,old_formation,EE,change_to
5026,Shimijiri Marl,absent,Shimijiri Marl
8324,Shimokine,present,Shimokine
9776,Shimonada,present,Shimonada
7422,Shimonada siltstone & Kitaama Sandstone,present,Shimonada
7405,Shimonada Siltstone and Sandstone & Kitaama Sandstone and Shale,present,Shimonada
8107,Shimonopporo,present,Shimonopporo
5027,Shimoyama,absent,Shimoyama
5028,Shin Brook,absent,Shin Brook
5029,Shinarish,absent,Shinarish
7449,Shinatani,present,Shinatani
5030,Shinawari,absent,Shinawari
5031,Shinazawa,absent,Shinazawa
9777,Shindachi,present,Shindachi
5032,Shindy,absent,Shindy
5033,Shingle Limestone,absent,Shingle Limestone
5034,Shiniulan,absent,Shiniulan
7557,Shinzato,present,Shinzato
9178,Shionosawa,present,Shionosawa
5035,Shiotsubo,absent,Shiotsubo
5036,Shipai,absent,Shipai
5037,Shipshaw,absent,Shipshaw
5038,Shirahone,absent,Shirahone
8266,Shiranuka,present,Shiranuka
5039,Shirasaki,absent,Shirasaki
5040,Shirehampton,absent,Shirehampton
5041,Shirgesht,absent,Shirgesht
8175,Shiroi,present,Shiroi
8795,Shiroiwa,present,Shiroiwa
10212,Shishtu,present,Shishtu
8214,Shitakara,present,Shitakara
5042,Shivelig,absent,Shivelig
5043,Shiwuzi,absent,Shiwuzi
5044,Shiyang,absent,Shiyang
5045,Shiyanhe,absent,Shiyanhe
6444,Shiyantou,present,Shiyantou
7159,Shiyuan,present,Shiyuan
5046,Shizhongshan,absent,Shizhongshan
5047,Shizipu,absent,Shizipu
7582,Shoal River,present,Shoal River
5048,Shogram,absent,Shogram
5049,Sholeshook,absent,Sholeshook
5050,Shomaru,absent,Shomaru
5051,Shorym,absent,Shorym
5052,Shorym Svita,absent,Shorym Svita
5053,Shotori Dolomite,absent,Shotori Dolomite
5054,Shoushangou,absent,Shoushangou
5055,Shuaiba,absent,Shuaiba
5056,Shuangputang,absent,Shuangputang
5057,Shuangyingshan,absent,Shuangyingshan
8155,Shuayb,present,Shuayb
5058,Shubartau,absent,Shubartau
9604,Shublik,present,Shublik
5059,Shuijingtuo,absent,Shuijingtuo
10215,Shuizhutang,present,Shuizhutang
5060,Shumardia Limestone,absent,Shumardia Limestone
8185,Shunner Fell Limestone,present,Shunner Fell Limestone
8096,Shuomo,present,Shuomo
5061,Shuparogawa,absent,Shuparogawa
6863,Shuqra,present,Shuqra
10142,Shurtan,present,Shurtan
5062,Shut,absent,Shut
5063,Shutskaya,absent,Shutskaya
8447,Shuwayr,present,Shuwayr
5064,Siamaná,absent,Siamaná
52,Siaohopa,absent,Siaohopa
5065,Sibiryakovskaya,absent,Sibiryakovskaya
5066,Sica Sica,absent,Sica Sica
9760,Sicilian,present,Sicilian
5067,Sidazhai,absent,Sidazhai
5068,Sidi Ahmed Lemdoun,absent,Sidi Ahmed Lemdoun
5069,Sidi Ahroun Limestone,absent,Sidi Ahroun Limestone
5070,Sidi Kralif,absent,Sidi Kralif
5071,Sidi Mohamed Smaine,absent,Sidi Mohamed Smaine
10088,Sidney Island,present,Sidney Island
5072,Siegenen Schicten,absent,Siegenen Schicten
10125,Sierra Blanca,present,Sierra Blanca
5073,Sierra Chacai Co,absent,Sierra Chacaico
5074,Sierra Chacaico,absent,Sierra Chacaico
9175,Sierra de Santa Roas,present,Sierra de Santa Roas
9174,Sierra de Santa Rosa,present,Sierra de Santa Roas
5075,Sierra del Castillo,absent,Sierra del Castillo
5076,Sierra del Pozo,absent,Sierra del Pozo
5077,Sierra El Cobre,absent,Sierra El Cobre
10217,Sierra Fraga,present,Sierra Fraga
5078,Sierra la Sositas,absent,Sierra la Sositas
8211,Sierra Madre,present,Sierra Madre
7444,Sierra Santa Rosa,present,Sierra Santa Rosa
5079,Siesartis,absent,Siesartis
5080,Sig,absent,Sig
8825,Sign,present,Sign
5081,Sigskaya,absent,Sigskaya
5082,Sijiagou,absent,Sijiagou
5083,Sijiashan,absent,Sijiashan
5084,Sikanni,absent,Sikanni
5085,Sikhor,absent,Sikhor
7298,Silal,present,Silal
8550,Silantek,present,Silantek
9742,Silberberg,present,Silberberg
5086,Siles,absent,Siles
5087,Silex de Mussidan,absent,Silex de Mussidan
7379,Silica,present,Silica
5088,Sillakudi,absent,Sillakudi
5089,Sillaoru,absent,Sillaoru
9945,Siltstone of Cliff Point,present,Siltstone of Cliff Point
5090,Silungkang,absent,Silungkang
5091,Silurian Carbonate 2,absent,Silurian Carbonate 2
5092,Silurian Carbonate 3,absent,Silurian Carbonate 3
5093,Silver Bluff,absent,Silver Bluff
5094,Silver Spur,absent,Silver Spur
7834,Silverado,present,Silverado
5095,Silverdale,absent,Silverdale
5096,Simard,absent,Simard
5097,Simbirskites Clay,absent,Simbirskites Clay
5098,Simeh-Kuh,absent,Simeh-Kuh
10020,Simi,present,Simi
9351,Simiti,present,Simiti
5099,Simla,absent,Simla
5100,Simonstone Limestone IV,absent,Simonstone Limestone IV
8399,Simonstone Limestone IV Cyclothem,present,Simonstone Limestone IV Cyclothem
5101,Simonstone Limestone IVa,absent,Simonstone Limestone IVa
8400,Simonstone Limestone IVa Cyclothem,present,Simonstone Limestone IVa Cyclothem
8401,Simonstone Limestone IVb,present,Simonstone Limestone IVb
5102,Simonstone Limestone IVb Cyclothem,absent,Simonstone Limestone IVb Cyclothem
5103,Simonstone Limestone IVc,absent,Simonstone Limestone IVc
5104,Simonstone Limestone IVc Cyclothem,absent,Simonstone Limestone IVc Cyclothem
9505,Simsima,present,Simsima
5105,Sin Ghar,absent,Sin Ghar
9376,Sina,present,Sina
9541,Sinbad,present,Sinbad
8293,Sinegorskiy,present,Sinegorskiy
7491,Sinelnikov,present,Sinelnikov
5106,Sinelnikov Horizon,absent,Sinelnikov Horizon
5107,Singa,absent,Singa
5108,Singing Creek,absent,Singing Creek
8470,Singu,present,Singu
5109,Siniais Limestone,absent,Siniais Limestone
5110,Sinjar ,absent,Sinjar 
6438,Sinsk,present,Sinsk
5111,Sinwa,absent,Sinwa
6910,Sipai,present,Sipai
5112,Siphonodendron Limestone,absent,Siphonodendron Limestone
8604,Siren,present,Siren
5113,Sirius,absent,Sirius
5114,Širvinta,absent,Širvinta
5115,Sisne,absent,Sisne
9096,Sisophon,present,Sisophon
5116,Sisquoc,absent,Sisquoc
8469,Sitsayan,present,Sitsayan
5117,Siupyliai,absent,Siupyliai
5118,Siuransky,absent,Siuransky
5119,Siyak,absent,Siyak
5120,Siyangshan,absent,Siyangshan
5121,Sjorvoll,absent,Sjorvoll
5122,Skagen,absent,Skagen Limestone
5123,Skagen Limestone,absent,Skagen Limestone
7111,Skala,present,Skala
5124,Skålberg Limestone,absent,Skålberg Limestone
9090,Skalica,present,Skalica
5125,Skaly,absent,Skaly
7055,Skaneateles,present,Skaneateles
6362,Skeels Corner Slate,present,Skeels Corner Slate
5126,Skegness Clay,absent,Skegness Clay
5127,Skelevatka,absent,Skelevatka
5128,Skelgill,absent,Skelgill
5129,Skiathos,absent,Skiathos
5130,Skidgate,absent,Skidgate
7621,Skinner Ranch,present,Skinner Ranch
5131,Skipping Ridge,absent,Skipping Ridge
5132,Skjaerholmen,absent,Skjaerholmen
6728,Skjerholmen,present,Skjerholmen
5133,Skjølberg,absent,Skjølberg
5134,Skogerholmen,absent,Skogerholmen
5135,Skoki,absent,Skoki
7916,Skonun,present,Skonun
10309,Skooner Gulch,present,Skooner Gulch
5136,Skosyrskaya,absent,Skosyrskaya
5137,Skryje,absent,Skryje
6716,Slade and Redhill Mudstone,present,Slade and Redhill Mudstone
7587,Slama,present,Slama
6762,Slandrom,present,Slandrom
5138,Slane Castle,absent,Slane Castle
5139,Slatnik,absent,Slatnik
5140,Slaty Creek,absent,Slaty Creek
5141,Slave Point,absent,Slave Point
5142,Slavyanskoy,absent,Slavyanskoy
5143,Slip Point Siltstone,absent,Slip Point Siltstone
9784,Slite,present,Slite
7099,Slite Beds,present,Slite Beds
5144,Slivenec Limestone,absent,Slivenec Limestone
5145,Slivnitsa,absent,Slivnitsa
6783,Sluice Box,present,Sluice Box
5146,Sly Gap,absent,Sly Gap
5147,Smackover,absent,Smackover
10136,Smedvinskaya,present,Smedvinskaya
5148,Smeltertown,absent,Smeltertown
5149,Smithers,absent,Smithers
5150,Smithville,absent,Smithville
9476,Smithwick,present,Smithwick
5151,Smochan,absent,Smochan
7914,Smoking Hills,present,Smoking Hills
6737,Snake Hill,present,Snake Hill
5152,Snake Hill Shale,present,Snake Hill
9391,Snapper Point,present,Snapper Point
9798,Snow Hill,present,Snow Hill
9430,Snow Hill Island,present,Snow Hill Island
5153,Snowshoe,absent,Snowshoe
6369,Snowy Range,present,Snowy Range
6905,Snyder Creek Shale,present,Snyder Creek Shale
7566,Sobe,present,Sobe
6873,Sobral,present,Sobral
5154,Sobrarbe,absent,Sobrarbe
5155,Soccoro,absent,Socorro
5156,Socorro,absent,Socorro
5157,Soda Creek,absent,Soda Creek
5158,Sodiemykha,absent,Sodiemykha
8625,Sodus,present,Sodus
9315,Soga,present,Soga
9295,Sogno,present,Sogno
5159,Sogur,absent,Sogur
5160,Söhlde,absent,Söhlde
5161,Sokolin,absent,Sokolin
8768,Sokolov,present,Sokolov
9061,Soktui,present,Soktui
8576,Soldado,present,Soldado
5162,Solenopora Beds,absent,Solenopora Beds
8942,Solikamsk,present,Solikamsk
10192,Solnhofen,present,Solnhofen
5163,Solnhofen Platenkalk,present,Solnhofen
5164,Solnhofener Plattenkalk,present,Solnhofen
5165,Solomons Corner,absent,Solomons Corner
5166,Solonchan,absent,Solonchan
5167,Solonchatskaya,absent,Solonchatskaya
5168,Solonker,absent,Solonker
6389,Soltanieh,present,Soltanieh
6516,Solvang,present,Solvang
5169,Solvig,absent,Solvig
5170,Solvik,absent,Solvik
7034,Somerset,present,Somerset
5171,Somerset Island,absent,Somerset Island
5172,Somssichhegy,absent,Somssichhegy
5173,Son Mir Sequence,absent,Son Mir Sequence
5174,Son Sastre Sandstones and Lutites,absent,Son Sastre Sandstones and Lutites
9739,Sondé,present,Sondé
7645,Song Bung,present,Song Bung
5175,Song Sai Gon,absent,Song Sai Gon
9333,Songgui,present,Songgui
5176,Songkan,absent,Songkan
8049,Sooke,present,Sooke
5177,Sopeira marl,absent,Sopeira marl
5178,Sørbakken,absent,Sørbakken
5179,Sørbakken ,absent,Sørbakken
5180,Sorbas,absent,Sorbas
9554,Sorsdal,present,Sorsdal
5181,Sorve,absent,Sorve
5182,Sos'va,absent,Sos'va
5183,Sosink,absent,Sosink
5184,Sosucheiskiy,absent,Sosucheiskiy
7306,Sot de Chera,present,Sot de Chera
5185,Sotasen,absent,Sotasen
5186,Sotokawame,absent,Sotokawame
5187,Soubol,absent,Soubol
6998,Souris River,present,Souris River
5188,South Bight II,absent,South Bight II
5189,South Bosque,absent,South Bosque
5190,South Curra,absent,South Curra
6738,South Threave,present,South Threave
5191,Southesk,absent,Southesk
5192,Souverain-Pre,present,Souverain-Pre
8452,Souverain-Pré,present,Souverain-Pre
5193,Sovet,absent,Sovet
5194,Sowerthwaite,absent,Sowerthwaite
5195,Spalviskiai,absent,Spalviskiai
5196,Spangande Limestone,absent,Spangande Limestone
5197,Sparke Conglomerate,absent,Sparke Conglomerate
7843,Spatsizi,present,Spatsizi
6573,Spechts Ferry,present,Spechts Ferry
5198,Speeton Clay,absent,Speeton Clay
5199,Speiser,absent,Speiser
5200,Speiser Shale,absent,Speiser
10137,Spencer,present,Spencer
8191,Spencer's Point,present,Spencer's Point
5201,Spieden,absent,Spieden
5202,Spillville,absent,Spillville
5203,Spillville/Otis,absent,Spillville/Otis
8222,Spilsby Sandstone,present,Spilsby Sandstone
5204,Spisz Limestone,absent,Spisz Limestone
5205,Spiti Shale,absent,Spiti Shale
5206,Spray,absent,Spray
5207,Spray River,absent,Spray River
9081,Spreyton,present,Spreyton
5208,Spring Quarry Limestone,absent,Spring Quarry Limestone
5209,Springfield,absent,Springfield
8108,Springhill,present,Springhill
7978,Springvale,present,Springvale
5210,Spurs,absent,Spurs
5211,Sputnikovskaya,absent,Sputnikovskaya
6641,Spy Wood Grit,present,Spy Wood Grit
5212,Squires Greensand,absent,Squires Greensand
5213,Srbosko,absent,Srbosko
9969,Srbsko,present,Srbsko
5214,Srednij,absent,Srednij
8693,Sredninskaya,present,Sredninskaya
9602,St Cassian,present,St Cassian
8635,St Lucia,present,St Lucia
8441,St Mary's,present,Saint Marys
7808,St Marys,present,Saint Marys
5215,St-Symphorien,absent,St-Symphorien
9838,St-Ursanne,present,St-Ursanne
5216,St. Albans Shale,absent,St. Albans Shale
6372,St. Charles,present,St. Charles
5217,St. Gallen,absent,St. Gallen
5218,St. George,absent,St. George
5219,St. Joe,absent,St. Joe
9553,St. Laurent,present,St. Laurent
5220,St. Louis,absent,St. Louis
5221,St. Louis Limestone,absent,St. Louis Limestone
5222,St. Lucia,absent,St. Lucia
5223,St. Mary,present,Saint Marys
5224,St. Marys,present,Saint Marys
5225,St. Maurice,absent,St. Maurice
6570,St. Peter Sandstone,present,St. Peter Sandstone
5226,St. Piran Sandstone,absent,St. Piran Sandstone
9962,St. Stephens,present,St. Stephens
5227,St. Ursanne,absent,St. Ursanne
5228,Staa,absent,Staa
9885,Stadium,present,Stadium
5229,Stadtfeld,absent,Stadtfeld
5230,Stadthagen,absent,Stadthagen
5231,Staffelegg,absent,Staffelegg
9609,Staffin Bay,present,Staffin Bay
9610,Staffin Shale,present,Staffin Shale
5232,Stah,absent,Stah
9601,Stainmore,present,Stainmore
6676,Stairway,present,Stairway
10157,Staithes Sandstone,present,Staithes Sandstone
10315,Staldengraben,present,Staldengraben
5233,Staniukovich,absent,Staniukovich
5234,Stanleigh,absent,Stanleigh
6449,Stansbury Limestone,present,Stansbury Limestone
6810,Stanton,present,Stanton
8681,Stanwell Coal Measures,present,Stanwell Coal Measures
5235,Stapleton,absent,Stapleton
9063,Staratel,present,Staratel
5236,Starhemberg,absent,Starhemberg
5237,Starigrad Limestone,absent,Starigrad Limestone
5238,Stashev,absent,Stashev
5239,Statenville,absent,Statenville
5240,Staunton,absent,Staunton
5241,Ste. Genevieve,absent,Ste. Genevieve
5242,Ste. Genevieve Limestone,absent,Ste. Genevieve
5243,Steensby Bjerg,absent,Steensby Bjerg
7282,Steeple Ashton Coral Bed,present,Steeple Ashton Coral Bed
5244,Stein,absent,Stein
5245,Steinalm,absent,Steinalm
5246,Steinalm reef limestone,absent,Steinalm
5247,Steinberg,absent,Steinberg
5248,Steinmühl,absent,Steinmühl
5249,Steinsfjorden,absent,Steinsfjorden
5250,Steinvika,absent,Steinvika
5251,Steinvika Limestone,absent,Steinvika
5252,Step Conglomerate,absent,Step Conglomerate
6360,Stephen,present,Stephen
8981,Stephens,present,Stephens
7616,Stepovak,present,Stepovak
5253,Sterlitamak,absent,Sterlitamak
5254,Sternberg,absent,Sternberg
5255,Steshev,absent,Steshev
5256,Steshevskiy,absent,Steshevskiy
10019,Stettin,present,Stettin
9250,Stevns Klint,present,Stevns Klint
5257,Stewartville,absent,Stewartville
8953,Sticky Keep,present,Sticky Keep
8050,Stillwater Mudstone,present,Stillwater Mudstone
7154,Stinava-Chabicov,present,Stinava-Chabicov
6730,Stinchar,present,Stinchar
5258,Stinchar Limestone,absent,Stinchar Limestone
5259,Stingy Creek,absent,Stingy Creek
5260,Stissing,absent,Stissing
5261,Stockletten,absent,Stockletten
7390,Stockum,present,Stockum Limestone
5262,Stockum Limestone,present,Stockum Limestone
6680,Stokes Siltstone,present,Stokes Siltstone
7015,Stone City,present,Stone City
5263,Stonehenge,absent,Stonehenge
5264,Stonehouse,absent,Stonehouse
5265,Stonewall,absent,Stonewall
6633,Stonington,present,Stonington
9507,Stony Creek,present,Stony Creek
5266,Stony Mountain,absent,Stony Mountain
5267,Stooping River,absent,Stooping River
5268,Stöppel Shale,absent,Stöppel Shale
10132,Story,present,Story
5269,Stotler,present,Stotler Limestone
7083,Stotler Limestone,present,Stotler Limestone
5270,Straight Cliffs,absent,Straight Cliffs
5271,Stramberger,absent,Stramberger
10267,Stramberk,present,Stramberk Limestone
5272,Stramberk Limestone,present,Stramberk Limestone
5273,Stranger,absent,Stranger
9491,Strassen,present,Strassen
5274,Strehlen,absent,Strehlen
5275,Strelovec,absent,Strelovec
5276,Strimbes Limestone,absent,Strimbes Limestone
5277,Stringocephalus limestone,absent,Stringocephalus limestone
5278,Stromberg,absent,Stromberg
9241,Strungulita,present,Strungulita
5279,Stuart Bay,absent,Stuart Bay
5280,Stuart City,absent,Stuart City
8778,Studienka,present,Studienka
5281,Stuhini,absent,Stuhini
9607,Stump,present,Stump
5282,Sturgis,absent,Sturgis
7240,Stuttgart,present,Stuttgart
5283,Styla,absent,Styla
5284,Styliolinenkalke,absent,Styliolinenkalke
9471,Subathu,present,Subathu
5285,Subbetic Basin ,absent,Subbetic Basin 
7990,Subibaja,present,Subibaja
5286,Subis Limestone,absent,Subis Limestone
5287,Submeseta,absent,Submeseta
5288,Subway,absent,Subway
5289,Sucesion Litoral de Mejillones,absent,Sucesion Litoral de Mejillones
8072,Suchacz,present,Suchacz
10179,Suchiapa,present,Suchiapa
5290,Suchomasty,absent,Suchomasty
5291,Suchomasty Limestone,absent,Suchomasty
7256,Sudbury,present,Sudbury
5292,Sudr Chalk,absent,Sudr Chalk
5293,Suenomatsuyama,absent,Suenomatsuyama
5294,Suenosaki,absent,Suenosaki
6626,Sueve Shale,present,Sueve Shale
5295,Suga,absent,Suga
6670,Sugar River Limestone,present,Sugar River Limestone
7430,Sugisaki Sandstone,present,Sugisaki Sandstone
5296,Sugizaki,absent,Sugizaki
5297,Sugota,absent,Sugota
5298,Sukegawa,absent,Sukegawa
6437,Sukharikha,present,Sukharikha
9827,Sulaiy,present,Sulaiy
6682,Sularp,present,Sularp Shale
6512,Sularp Shale,present,Sularp Shale
5299,Sullivan Peak,absent,Sullivan Peak
8036,Sulphur Mountain,present,Sulphur Mountain
5300,Sulphur Point,absent,Sulphur Point
5301,Sultan,absent,Sultan
5302,Sumbar,absent,Sumbar
7496,Sumra,present,Sumra
6690,Sunblood,present,Sunblood
6590,"Sunblood, Esbataottine",present,"Sunblood, Esbataottine"
7312,Sundance,present,Sundance
8106,Sundays River,present,Sundays River
5303,Sunderland River,absent,Sunderland River
5304,Sundre,absent,Sundre
7101,Sundre Beds,present,Sundre Beds
5305,Sundvollen,absent,Sundvollen
5306,Sungai Toh,absent,Sungai Toh
9496,Sunjiagou,present,Sunjiagou
9418,Sunrise,present,Sunrise
6663,Sunset,present,Sunset
5307,Süntel,absent,Süntel
7642,Suoi Bang,present,Suoi Bang
5308,Suojia,absent,Suojia
5309,Suolun,absent,Suolun
8892,Supai,present,Supai
5310,Superstes,present,Superstes
6669,Superstes Mudstone,present,Superstes
9275,Suplee,present,Suplee
5311,Surgener,absent,Surgener
5312,Suri,absent,Suri
5313,Surmaq,absent,Surmaq
5314,Surovin,absent,Surovin
5315,Surprise Creek,absent,Surprise Creek
5316,Survey Peak,absent,Survey Peak
5317,Suso,absent,Suso
5318,Suta,absent,Suta
5319,Sutterby Marl,absent,Sutterby Marl
7227,Sutton,present,Sutton
5320,Sutton stone,absent,Sutton stone
5321,Suurjögi,absent,Suurjögi
5322,Suva Marl,absent,Suva Marl
5323,Suvorova,absent,Suvorova
7355,Suwa,present,Suwa
9967,Suwanee,present,Suwanee
7261,Suwannee Limestone,present,Suwanee
5324,Svedasai,absent,Svedasai
5325,Svyazuyushchinskaya,absent,Svyazuyushchinskaya
7351,Swale Siltstone,present,Swale Siltstone
8569,Swan Cay,present,Swan Cay
5326,Swan Hills,absent,Swan Hills
5327,Swan Peak,absent,Swan Peak
5328,Swarzow Limestone,absent,Swarzow Limestone
5329,Swasey and Wheeler,absent,Swasey and Wheeler
5330,Swch Gorge Tuff,absent,Swch Gorge Tuff
6675,Swift,present,Swift
9085,Swifts Jetty Sandstone,present,Swifts Jetty Sandstone
5331,Swope,absent,Swope
5332,Swope Limestone,absent,Swope Limestone
5333,Syas,absent,Syas
5334,Sylhet ,absent,Sylhet 
5335,Sylvania Sandstone,absent,Sylvania Sandstone
6906,Synder Creek Shale,present,Synder Creek Shale
5336,Syrachoy,absent,Syrachoy
5337,Syracuse,absent,Syracuse
5338,Syringothyris Limestone,absent,Syringothyris Limestone
5339,Syrovaty,absent,Syrovaty
5340,Syuransky,absent,Syuransky
8628,Syuren,present,Syuren
5341,Syys,absent,Syys
5342,Syzran,absent,Syzran
5343,Szarsomlyo Limestone,absent,Szarsomlyo Limestone
5344,Szekou,absent,Szekou
5345,Szentivánhegy Limestone,absent,Szentivánhegy Limestone
5346,Szentlélek,absent,Szentlélek
5347,Szepvolgy Limestone,absent,Szepvolgy Limestone
9689,Szin Marl,present,Szin Marl
9690,Szinpetri Limestone,present,Szinpetri Limestone
10063,Szoc Limestone,present,Szoc Limestone
5348,Szukou,absent,Szukou
5349,Szydówek,absent,Szydówek
9156,Tab-yo,present,Tab-yo
5350,Tabainout,absent,Tabainout
